violation_id,tx_id,rule_id,severity,disclosed_value,actual_value,delta,delta_pct,description,detected_at
VIO_38AEC9347BEC,TXN_714B2295BEA9,R1,medium,5.68,5.88,0.2,3.5211,Charged fee $5.88 exceeds disclosed fee $5.68 by 3.5%,2026-03-24 16:14:12
VIO_A0A205488043,TXN_F88FF944EC1F,R1,medium,3.33,3.43,0.1,3.003,Charged fee $3.43 exceeds disclosed fee $3.33 by 3.0%,2026-03-24 16:14:12
VIO_B55CC28EC607,TXN_327F8B8E09F4,R1,high,2.67,2.83,0.16,5.9925,Charged fee $2.83 exceeds disclosed fee $2.67 by 6.0%,2026-03-24 16:14:12
VIO_AC9C3040FE3D,TXN_F72C202CB7B5,R1,medium,3.04,3.16,0.12,3.9474,Charged fee $3.16 exceeds disclosed fee $3.04 by 3.9%,2026-03-24 16:14:12
VIO_9804FB6E187C,TXN_75B4655494FE,R1,high,7.44,7.82,0.38,5.1075,Charged fee $7.82 exceeds disclosed fee $7.44 by 5.1%,2026-03-24 16:14:12
VIO_D2A596063B7D,TXN_4246F39A772C,R1,medium,5.95,6.16,0.21,3.5294,Charged fee $6.16 exceeds disclosed fee $5.95 by 3.5%,2026-03-24 16:14:12
VIO_F4C8F0D06C83,TXN_55A4372922A6,R1,high,4.91,5.17,0.26,5.2953,Charged fee $5.17 exceeds disclosed fee $4.91 by 5.3%,2026-03-24 16:14:12
VIO_C7475CA21596,TXN_8829DE02ACF0,R1,medium,2.32,2.37,0.05,2.1552,Charged fee $2.37 exceeds disclosed fee $2.32 by 2.2%,2026-03-24 16:14:12
VIO_387213F40BA8,TXN_A445D73EA160,R1,medium,2.22,2.33,0.11,4.955,Charged fee $2.33 exceeds disclosed fee $2.22 by 5.0%,2026-03-24 16:14:12
VIO_27B92C613A05,TXN_392D85B7036E,R1,medium,6.36,6.67,0.31,4.8742,Charged fee $6.67 exceeds disclosed fee $6.36 by 4.9%,2026-03-24 16:14:12
VIO_BFFBF9610FAC,TXN_A7F505430F09,R1,medium,7.18,7.41,0.23,3.2033,Charged fee $7.41 exceeds disclosed fee $7.18 by 3.2%,2026-03-24 16:14:12
VIO_56445BC3E0AD,TXN_2BA7E7F24F3E,R1,high,5.63,6.04,0.41,7.2824,Charged fee $6.04 exceeds disclosed fee $5.63 by 7.3%,2026-03-24 16:14:12
VIO_87C7B700585E,TXN_624834CD9E35,R1,high,7.38,7.93,0.55,7.4526,Charged fee $7.93 exceeds disclosed fee $7.38 by 7.5%,2026-03-24 16:14:12
VIO_6AE7F940F157,TXN_C245CF93617E,R1,medium,5.19,5.32,0.13,2.5048,Charged fee $5.32 exceeds disclosed fee $5.19 by 2.5%,2026-03-24 16:14:12
VIO_19F16B1202A2,TXN_CD6FE57177D4,R1,high,3.86,4.16,0.3,7.772,Charged fee $4.16 exceeds disclosed fee $3.86 by 7.8%,2026-03-24 16:14:12
VIO_963A2C31A1F2,TXN_14EE8CE4936E,R1,medium,2.4,2.47,0.07,2.9167,Charged fee $2.47 exceeds disclosed fee $2.40 by 2.9%,2026-03-24 16:14:12
VIO_CD936D42A23D,TXN_38F5B9890AC0,R1,high,5.54,5.91,0.37,6.6787,Charged fee $5.91 exceeds disclosed fee $5.54 by 6.7%,2026-03-24 16:14:12
VIO_25FB415B76C9,TXN_0ED1869B5F8C,R1,medium,3.66,3.76,0.1,2.7322,Charged fee $3.76 exceeds disclosed fee $3.66 by 2.7%,2026-03-24 16:14:12
VIO_C304E0D2B775,TXN_D6305AC2A87F,R1,high,6.63,7.14,0.51,7.6923,Charged fee $7.14 exceeds disclosed fee $6.63 by 7.7%,2026-03-24 16:14:12
VIO_4365B510C972,TXN_9F63180D6E6D,R1,medium,4.02,4.19,0.17,4.2289,Charged fee $4.19 exceeds disclosed fee $4.02 by 4.2%,2026-03-24 16:14:12
VIO_718FE9C3A48E,TXN_D295902A08BA,R1,high,3.88,4.1,0.22,5.6701,Charged fee $4.10 exceeds disclosed fee $3.88 by 5.7%,2026-03-24 16:14:12
VIO_DFD7F2D77D1C,TXN_C02C687C1061,R1,high,6.18,6.61,0.43,6.9579,Charged fee $6.61 exceeds disclosed fee $6.18 by 7.0%,2026-03-24 16:14:12
VIO_56D17FA9507B,TXN_5C6CA1262F90,R1,high,3.81,4.06,0.25,6.5617,Charged fee $4.06 exceeds disclosed fee $3.81 by 6.6%,2026-03-24 16:14:12
VIO_522D73BBA899,TXN_525BF3AAB4B4,R1,medium,2.26,2.37,0.11,4.8673,Charged fee $2.37 exceeds disclosed fee $2.26 by 4.9%,2026-03-24 16:14:12
VIO_AB3E45394688,TXN_E16BD5246BC0,R1,medium,4.54,4.66,0.12,2.6432,Charged fee $4.66 exceeds disclosed fee $4.54 by 2.6%,2026-03-24 16:14:12
VIO_C5F96DC079E0,TXN_8C58445CCCDD,R1,high,4.07,4.33,0.26,6.3882,Charged fee $4.33 exceeds disclosed fee $4.07 by 6.4%,2026-03-24 16:14:12
VIO_BC1F96098CAB,TXN_C06ECB375ACD,R1,medium,3.91,4.01,0.1,2.5575,Charged fee $4.01 exceeds disclosed fee $3.91 by 2.6%,2026-03-24 16:14:12
VIO_77018300B48E,TXN_485E4B4E3D06,R1,high,1.7,1.81,0.11,6.4706,Charged fee $1.81 exceeds disclosed fee $1.70 by 6.5%,2026-03-24 16:14:12
VIO_1EDA5C907DE6,TXN_60DAE813FE68,R1,medium,3.57,3.74,0.17,4.7619,Charged fee $3.74 exceeds disclosed fee $3.57 by 4.8%,2026-03-24 16:14:12
VIO_3943BD1F314C,TXN_3023A0FED4D1,R1,medium,4.09,4.26,0.17,4.1565,Charged fee $4.26 exceeds disclosed fee $4.09 by 4.2%,2026-03-24 16:14:12
VIO_ADA223DD9E32,TXN_93B9BD23F88E,R1,high,7.25,7.7,0.45,6.2069,Charged fee $7.70 exceeds disclosed fee $7.25 by 6.2%,2026-03-24 16:14:12
VIO_A3964C995B07,TXN_099156E94AFD,R1,medium,4.78,4.92,0.14,2.9289,Charged fee $4.92 exceeds disclosed fee $4.78 by 2.9%,2026-03-24 16:14:12
VIO_DBEB5106D0A4,TXN_6D98DFCAE8B8,R1,high,4.92,5.31,0.39,7.9268,Charged fee $5.31 exceeds disclosed fee $4.92 by 7.9%,2026-03-24 16:14:12
VIO_1E358C0258ED,TXN_0A5F3AC7A2AA,R1,medium,6.27,6.55,0.28,4.4657,Charged fee $6.55 exceeds disclosed fee $6.27 by 4.5%,2026-03-24 16:14:12
VIO_447290A0134F,TXN_FE72D0EDE05B,R1,medium,3.75,3.85,0.1,2.6667,Charged fee $3.85 exceeds disclosed fee $3.75 by 2.7%,2026-03-24 16:14:12
VIO_67B1921C5BBE,TXN_7FBADDD98203,R1,medium,3.68,3.76,0.08,2.1739,Charged fee $3.76 exceeds disclosed fee $3.68 by 2.2%,2026-03-24 16:14:12
VIO_F0DA178EAF13,TXN_08D3E55878E0,R1,medium,4.83,5.02,0.19,3.9337,Charged fee $5.02 exceeds disclosed fee $4.83 by 3.9%,2026-03-24 16:14:12
VIO_AA50BB88CD1B,TXN_3F9DF2D51E34,R1,high,3.83,4.13,0.3,7.8329,Charged fee $4.13 exceeds disclosed fee $3.83 by 7.8%,2026-03-24 16:14:12
VIO_845D416A220A,TXN_B6AFFDBB2030,R1,high,4.25,4.54,0.29,6.8235,Charged fee $4.54 exceeds disclosed fee $4.25 by 6.8%,2026-03-24 16:14:12
VIO_5FFA0B0F69D2,TXN_E36824F24F82,R1,high,5.32,5.61,0.29,5.4511,Charged fee $5.61 exceeds disclosed fee $5.32 by 5.5%,2026-03-24 16:14:12
VIO_E77941BA0F06,TXN_83E35BE1F0EC,R1,medium,5.66,5.94,0.28,4.947,Charged fee $5.94 exceeds disclosed fee $5.66 by 4.9%,2026-03-24 16:14:12
VIO_CB1AF3C4536F,TXN_0B13FA198D97,R1,medium,3.2,3.34,0.14,4.375,Charged fee $3.34 exceeds disclosed fee $3.20 by 4.4%,2026-03-24 16:14:12
VIO_9B99EAB8FDC6,TXN_F8C5B3C275C3,R1,medium,7.53,7.83,0.3,3.9841,Charged fee $7.83 exceeds disclosed fee $7.53 by 4.0%,2026-03-24 16:14:12
VIO_EE4B7B8354CA,TXN_CFDE69143E0A,R1,medium,2.62,2.68,0.06,2.2901,Charged fee $2.68 exceeds disclosed fee $2.62 by 2.3%,2026-03-24 16:14:12
VIO_0BD0566F8CDE,TXN_CD4480FC7CD2,R1,high,5.44,5.74,0.3,5.5147,Charged fee $5.74 exceeds disclosed fee $5.44 by 5.5%,2026-03-24 16:14:12
VIO_4596F475464E,TXN_02C67EC81D82,R1,medium,4.47,4.67,0.2,4.4743,Charged fee $4.67 exceeds disclosed fee $4.47 by 4.5%,2026-03-24 16:14:12
VIO_A10CB8C654F0,TXN_6F773C828AB9,R1,high,2.33,2.49,0.16,6.867,Charged fee $2.49 exceeds disclosed fee $2.33 by 6.9%,2026-03-24 16:14:12
VIO_A57726A55877,TXN_AB883F04E83D,R1,medium,4.79,5.01,0.22,4.5929,Charged fee $5.01 exceeds disclosed fee $4.79 by 4.6%,2026-03-24 16:14:12
VIO_6A453757A565,TXN_146E4A1CFE96,R1,medium,4.91,5.07,0.16,3.2587,Charged fee $5.07 exceeds disclosed fee $4.91 by 3.3%,2026-03-24 16:14:12
VIO_18D72FECE47D,TXN_C8B9C00689DF,R1,medium,5.91,6.07,0.16,2.7073,Charged fee $6.07 exceeds disclosed fee $5.91 by 2.7%,2026-03-24 16:14:12
VIO_77F4439BAEC7,TXN_0239E2241467,R1,medium,5.48,5.61,0.13,2.3723,Charged fee $5.61 exceeds disclosed fee $5.48 by 2.4%,2026-03-24 16:14:12
VIO_0B518EEDAE02,TXN_57667463C5B3,R1,medium,2.63,2.73,0.1,3.8023,Charged fee $2.73 exceeds disclosed fee $2.63 by 3.8%,2026-03-24 16:14:12
VIO_4A8B2D39228F,TXN_8D9FC4D547E9,R1,high,4.75,4.99,0.24,5.0526,Charged fee $4.99 exceeds disclosed fee $4.75 by 5.1%,2026-03-24 16:14:12
VIO_5C9EA555E713,TXN_948A9A3BCB47,R1,high,4.71,5.01,0.3,6.3694,Charged fee $5.01 exceeds disclosed fee $4.71 by 6.4%,2026-03-24 16:14:12
VIO_08E195B7ED70,TXN_E6A83AC9DA37,R1,high,3.88,4.08,0.2,5.1546,Charged fee $4.08 exceeds disclosed fee $3.88 by 5.2%,2026-03-24 16:14:12
VIO_EB053CB5A21E,TXN_53506C19A807,R1,high,1.74,1.86,0.12,6.8966,Charged fee $1.86 exceeds disclosed fee $1.74 by 6.9%,2026-03-24 16:14:12
VIO_511FB5CAC7BA,TXN_377A1B46FF2F,R1,high,4.37,4.64,0.27,6.1785,Charged fee $4.64 exceeds disclosed fee $4.37 by 6.2%,2026-03-24 16:14:12
VIO_54733BE6527F,TXN_20590B568567,R1,medium,1.02,1.07,0.05,4.902,Charged fee $1.07 exceeds disclosed fee $1.02 by 4.9%,2026-03-24 16:14:12
VIO_4CB43113D1B5,TXN_45AA69EE011A,R1,medium,1.74,1.8,0.06,3.4483,Charged fee $1.80 exceeds disclosed fee $1.74 by 3.4%,2026-03-24 16:14:12
VIO_DBDBB3636399,TXN_BC6578157B27,R1,high,3.66,3.85,0.19,5.1913,Charged fee $3.85 exceeds disclosed fee $3.66 by 5.2%,2026-03-24 16:14:12
VIO_8AAFD04C8BB1,TXN_05DD2598EA26,R1,medium,5.04,5.26,0.22,4.3651,Charged fee $5.26 exceeds disclosed fee $5.04 by 4.4%,2026-03-24 16:14:12
VIO_DCF9A3BCC971,TXN_0B75B8D0390A,R1,high,1.85,1.97,0.12,6.4865,Charged fee $1.97 exceeds disclosed fee $1.85 by 6.5%,2026-03-24 16:14:12
VIO_9532467A010A,TXN_345A1BB2F047,R1,high,4.12,4.35,0.23,5.5825,Charged fee $4.35 exceeds disclosed fee $4.12 by 5.6%,2026-03-24 16:14:12
VIO_71447FD37D87,TXN_25BE6C0B8762,R1,medium,4.21,4.32,0.11,2.6128,Charged fee $4.32 exceeds disclosed fee $4.21 by 2.6%,2026-03-24 16:14:12
VIO_52B1ABE94CE1,TXN_361DCA407B07,R1,high,4.16,4.46,0.3,7.2115,Charged fee $4.46 exceeds disclosed fee $4.16 by 7.2%,2026-03-24 16:14:12
VIO_5FC229F25D51,TXN_0BE2D9CB2B9E,R1,high,2.09,2.24,0.15,7.177,Charged fee $2.24 exceeds disclosed fee $2.09 by 7.2%,2026-03-24 16:14:12
VIO_2D78E9574245,TXN_362F94A11B8C,R1,high,6.88,7.41,0.53,7.7035,Charged fee $7.41 exceeds disclosed fee $6.88 by 7.7%,2026-03-24 16:14:12
VIO_5EDD8B3DF1AA,TXN_88B36C19CD06,R1,medium,4.07,4.2,0.13,3.1941,Charged fee $4.20 exceeds disclosed fee $4.07 by 3.2%,2026-03-24 16:14:12
VIO_1B903B224F92,TXN_F498A5839A30,R1,high,6.55,6.97,0.42,6.4122,Charged fee $6.97 exceeds disclosed fee $6.55 by 6.4%,2026-03-24 16:14:12
VIO_A37FAF8C06ED,TXN_169DD7527584,R1,high,5.17,5.58,0.41,7.9304,Charged fee $5.58 exceeds disclosed fee $5.17 by 7.9%,2026-03-24 16:14:12
VIO_C9D947E556DC,TXN_6F82A329068F,R1,high,7.02,7.55,0.53,7.5499,Charged fee $7.55 exceeds disclosed fee $7.02 by 7.5%,2026-03-24 16:14:12
VIO_3B05B7B9530E,TXN_5BBC507BF540,R1,high,3.83,4.11,0.28,7.3107,Charged fee $4.11 exceeds disclosed fee $3.83 by 7.3%,2026-03-24 16:14:12
VIO_199EFAE980A6,TXN_D60B99144776,R1,high,7.65,8.24,0.59,7.7124,Charged fee $8.24 exceeds disclosed fee $7.65 by 7.7%,2026-03-24 16:14:12
VIO_483E4B41C625,TXN_B01B5709BC8A,R1,medium,3.83,3.92,0.09,2.3499,Charged fee $3.92 exceeds disclosed fee $3.83 by 2.3%,2026-03-24 16:14:12
VIO_0F60C33BC743,TXN_8E6A332F2CB8,R1,medium,3.36,3.5,0.14,4.1667,Charged fee $3.50 exceeds disclosed fee $3.36 by 4.2%,2026-03-24 16:14:12
VIO_A4535D54D686,TXN_D3502772372A,R1,medium,3.6,3.76,0.16,4.4444,Charged fee $3.76 exceeds disclosed fee $3.60 by 4.4%,2026-03-24 16:14:12
VIO_4AD41C297E82,TXN_072B3D249424,R1,medium,3.45,3.54,0.09,2.6087,Charged fee $3.54 exceeds disclosed fee $3.45 by 2.6%,2026-03-24 16:14:12
VIO_696EE425BD02,TXN_2DE199FDD84F,R1,high,3.93,4.15,0.22,5.598,Charged fee $4.15 exceeds disclosed fee $3.93 by 5.6%,2026-03-24 16:14:12
VIO_21A9B95A1BF8,TXN_78819A2BFBD7,R1,high,3.36,3.57,0.21,6.25,Charged fee $3.57 exceeds disclosed fee $3.36 by 6.2%,2026-03-24 16:14:12
VIO_DC7F790DB938,TXN_B2BAF4DA8ED6,R1,high,1.53,1.65,0.12,7.8431,Charged fee $1.65 exceeds disclosed fee $1.53 by 7.8%,2026-03-24 16:14:12
VIO_2119AA6A350C,TXN_1B553388A8A0,R1,medium,3.24,3.32,0.08,2.4691,Charged fee $3.32 exceeds disclosed fee $3.24 by 2.5%,2026-03-24 16:14:12
VIO_91ED9EFBE683,TXN_384E0EC48049,R1,medium,5.38,5.52,0.14,2.6022,Charged fee $5.52 exceeds disclosed fee $5.38 by 2.6%,2026-03-24 16:14:12
VIO_39DE13E4F4A1,TXN_097785A05B92,R1,medium,3.46,3.62,0.16,4.6243,Charged fee $3.62 exceeds disclosed fee $3.46 by 4.6%,2026-03-24 16:14:12
VIO_CA0CAD4EAEE3,TXN_CE7146122FAB,R1,medium,6.87,7.09,0.22,3.2023,Charged fee $7.09 exceeds disclosed fee $6.87 by 3.2%,2026-03-24 16:14:12
VIO_F8D48FF36C65,TXN_26225FDE6879,R1,medium,6.16,6.35,0.19,3.0844,Charged fee $6.35 exceeds disclosed fee $6.16 by 3.1%,2026-03-24 16:14:12
VIO_A82EFFB3A184,TXN_6EFDBEADC3A6,R1,high,4.65,4.9,0.25,5.3763,Charged fee $4.90 exceeds disclosed fee $4.65 by 5.4%,2026-03-24 16:14:12
VIO_7BC344B82400,TXN_345EEE22B2B0,R1,medium,2.46,2.57,0.11,4.4715,Charged fee $2.57 exceeds disclosed fee $2.46 by 4.5%,2026-03-24 16:14:12
VIO_408E4ECD9ACA,TXN_0AE28B72B77F,R1,high,4.27,4.5,0.23,5.3864,Charged fee $4.50 exceeds disclosed fee $4.27 by 5.4%,2026-03-24 16:14:12
VIO_2D2E563B0676,TXN_1E19A76FCA26,R1,medium,4.54,4.7,0.16,3.5242,Charged fee $4.70 exceeds disclosed fee $4.54 by 3.5%,2026-03-24 16:14:12
VIO_EC01749CDDE6,TXN_A623FE53325F,R1,high,5.36,5.74,0.38,7.0896,Charged fee $5.74 exceeds disclosed fee $5.36 by 7.1%,2026-03-24 16:14:12
VIO_5E5A498E0C99,TXN_52794A310561,R1,high,7.42,7.96,0.54,7.2776,Charged fee $7.96 exceeds disclosed fee $7.42 by 7.3%,2026-03-24 16:14:12
VIO_F2D10C8EED16,TXN_2465709489C9,R1,high,3.83,4.12,0.29,7.5718,Charged fee $4.12 exceeds disclosed fee $3.83 by 7.6%,2026-03-24 16:14:12
VIO_51D6906C2215,TXN_D89B40333F39,R1,high,3.67,3.93,0.26,7.0845,Charged fee $3.93 exceeds disclosed fee $3.67 by 7.1%,2026-03-24 16:14:12
VIO_8E172ED154F1,TXN_6BA8A0E684DC,R1,medium,1.85,1.92,0.07,3.7838,Charged fee $1.92 exceeds disclosed fee $1.85 by 3.8%,2026-03-24 16:14:12
VIO_2471614B3F10,TXN_9D0D52970688,R1,medium,3.04,3.11,0.07,2.3026,Charged fee $3.11 exceeds disclosed fee $3.04 by 2.3%,2026-03-24 16:14:12
VIO_E41908287CD2,TXN_77AE5FD0DA40,R1,high,5.48,5.83,0.35,6.3869,Charged fee $5.83 exceeds disclosed fee $5.48 by 6.4%,2026-03-24 16:14:12
VIO_05BDF76F5157,TXN_AEDA39ECD54A,R1,high,3.83,4.04,0.21,5.483,Charged fee $4.04 exceeds disclosed fee $3.83 by 5.5%,2026-03-24 16:14:12
VIO_322296F3219A,TXN_20EA94F66F70,R1,high,4.59,4.89,0.3,6.5359,Charged fee $4.89 exceeds disclosed fee $4.59 by 6.5%,2026-03-24 16:14:12
VIO_89AE56A14491,TXN_5643559C81EA,R1,high,4.63,4.93,0.3,6.4795,Charged fee $4.93 exceeds disclosed fee $4.63 by 6.5%,2026-03-24 16:14:12
VIO_BB94E09E49A9,TXN_9F5A57DDA05C,R1,medium,2.81,2.91,0.1,3.5587,Charged fee $2.91 exceeds disclosed fee $2.81 by 3.6%,2026-03-24 16:14:12
VIO_C77CAA37D7EE,TXN_F32C50508932,R1,high,4.9,5.2,0.3,6.1224,Charged fee $5.20 exceeds disclosed fee $4.90 by 6.1%,2026-03-24 16:14:12
VIO_1885982B4F95,TXN_7525E50E48E1,R1,medium,5.23,5.44,0.21,4.0153,Charged fee $5.44 exceeds disclosed fee $5.23 by 4.0%,2026-03-24 16:14:12
VIO_E8D1E88DA4D7,TXN_EBE903E32A9D,R1,medium,4.5,4.62,0.12,2.6667,Charged fee $4.62 exceeds disclosed fee $4.50 by 2.7%,2026-03-24 16:14:12
VIO_7FFCC1F11386,TXN_F1A4B943ACF8,R1,medium,4.67,4.84,0.17,3.6403,Charged fee $4.84 exceeds disclosed fee $4.67 by 3.6%,2026-03-24 16:14:12
VIO_5CB49E9E3A11,TXN_DCC3B136077A,R1,medium,5.84,6.13,0.29,4.9658,Charged fee $6.13 exceeds disclosed fee $5.84 by 5.0%,2026-03-24 16:14:12
VIO_49DC0B64A847,TXN_0BE69C1ADCBF,R1,medium,5.46,5.69,0.23,4.2125,Charged fee $5.69 exceeds disclosed fee $5.46 by 4.2%,2026-03-24 16:14:12
VIO_0E3BFAE0C4A3,TXN_8439AFCF869A,R1,high,5.38,5.78,0.4,7.4349,Charged fee $5.78 exceeds disclosed fee $5.38 by 7.4%,2026-03-24 16:14:12
VIO_FE1492CEE770,TXN_30B50FDA0B7A,R1,medium,7.05,7.32,0.27,3.8298,Charged fee $7.32 exceeds disclosed fee $7.05 by 3.8%,2026-03-24 16:14:12
VIO_B377D4A979C9,TXN_15644E25C405,R1,high,4.46,4.81,0.35,7.8475,Charged fee $4.81 exceeds disclosed fee $4.46 by 7.8%,2026-03-24 16:14:12
VIO_CFA3DAA2A41F,TXN_896FC4662E5A,R1,medium,7.12,7.32,0.2,2.809,Charged fee $7.32 exceeds disclosed fee $7.12 by 2.8%,2026-03-24 16:14:12
VIO_857B5FA44CB8,TXN_A410626C7B72,R1,medium,1.69,1.74,0.05,2.9586,Charged fee $1.74 exceeds disclosed fee $1.69 by 3.0%,2026-03-24 16:14:12
VIO_6FF83B47E204,TXN_09BA4C394855,R1,medium,5.46,5.59,0.13,2.381,Charged fee $5.59 exceeds disclosed fee $5.46 by 2.4%,2026-03-24 16:14:12
VIO_3016832C0017,TXN_332518227E4D,R1,medium,6.26,6.45,0.19,3.0351,Charged fee $6.45 exceeds disclosed fee $6.26 by 3.0%,2026-03-24 16:14:12
VIO_82117902F615,TXN_486B59BC18C0,R1,medium,5.64,5.91,0.27,4.7872,Charged fee $5.91 exceeds disclosed fee $5.64 by 4.8%,2026-03-24 16:14:12
VIO_BBF53B313D48,TXN_E68647FFBBD5,R1,high,3.26,3.46,0.2,6.135,Charged fee $3.46 exceeds disclosed fee $3.26 by 6.1%,2026-03-24 16:14:12
VIO_77CD42FCAF90,TXN_AC060D12B13F,R1,high,3.27,3.52,0.25,7.6453,Charged fee $3.52 exceeds disclosed fee $3.27 by 7.6%,2026-03-24 16:14:12
VIO_0C83DEA40F7A,TXN_F88E52239AC0,R1,high,4.67,4.98,0.31,6.6381,Charged fee $4.98 exceeds disclosed fee $4.67 by 6.6%,2026-03-24 16:14:12
VIO_65BA4F331E4B,TXN_77882E45EA67,R1,high,4.63,4.88,0.25,5.3996,Charged fee $4.88 exceeds disclosed fee $4.63 by 5.4%,2026-03-24 16:14:12
VIO_DB8083F137D6,TXN_A5770C0D1CF0,R1,medium,2.67,2.75,0.08,2.9963,Charged fee $2.75 exceeds disclosed fee $2.67 by 3.0%,2026-03-24 16:14:12
VIO_B35385F26437,TXN_55DC19E897D5,R1,medium,4.3,4.46,0.16,3.7209,Charged fee $4.46 exceeds disclosed fee $4.30 by 3.7%,2026-03-24 16:14:12
VIO_99F4D05A2793,TXN_1B50009C410E,R1,high,3.84,4.11,0.27,7.0313,Charged fee $4.11 exceeds disclosed fee $3.84 by 7.0%,2026-03-24 16:14:12
VIO_2D97C8074214,TXN_A58E3F406701,R1,high,5.27,5.64,0.37,7.0209,Charged fee $5.64 exceeds disclosed fee $5.27 by 7.0%,2026-03-24 16:14:12
VIO_BCD8E1CACE68,TXN_AD8DE9490226,R1,medium,3.76,3.89,0.13,3.4574,Charged fee $3.89 exceeds disclosed fee $3.76 by 3.5%,2026-03-24 16:14:12
VIO_A6BC112FB96D,TXN_5AC950F1DD83,R1,high,4.24,4.5,0.26,6.1321,Charged fee $4.50 exceeds disclosed fee $4.24 by 6.1%,2026-03-24 16:14:12
VIO_C7895E9BE647,TXN_AADD2A4AE7DB,R1,high,4.21,4.52,0.31,7.3634,Charged fee $4.52 exceeds disclosed fee $4.21 by 7.4%,2026-03-24 16:14:12
VIO_C3F781C9E3C6,TXN_9C3CC7AACA05,R1,high,2.14,2.26,0.12,5.6075,Charged fee $2.26 exceeds disclosed fee $2.14 by 5.6%,2026-03-24 16:14:12
VIO_76E3CA1041CE,TXN_1B4B73E37E0D,R1,medium,1.73,1.8,0.07,4.0462,Charged fee $1.80 exceeds disclosed fee $1.73 by 4.0%,2026-03-24 16:14:12
VIO_851DD0D501D8,TXN_1AB481C194AA,R1,high,3.36,3.59,0.23,6.8452,Charged fee $3.59 exceeds disclosed fee $3.36 by 6.8%,2026-03-24 16:14:12
VIO_3ECA78FB860B,TXN_50605E73C2C2,R1,medium,3.29,3.39,0.1,3.0395,Charged fee $3.39 exceeds disclosed fee $3.29 by 3.0%,2026-03-24 16:14:12
VIO_9ACA34745714,TXN_5A28EAD85779,R1,high,4.52,4.83,0.31,6.8584,Charged fee $4.83 exceeds disclosed fee $4.52 by 6.9%,2026-03-24 16:14:12
VIO_4741CF05C06F,TXN_743A9AC4BC1A,R1,medium,4.87,5.05,0.18,3.6961,Charged fee $5.05 exceeds disclosed fee $4.87 by 3.7%,2026-03-24 16:14:12
VIO_5D63414402C0,TXN_10036EFF4FE4,R1,high,3.71,4,0.29,7.8167,Charged fee $4.00 exceeds disclosed fee $3.71 by 7.8%,2026-03-24 16:14:12
VIO_C1708B76DE2D,TXN_FB90FAC16291,R1,high,5.43,5.73,0.3,5.5249,Charged fee $5.73 exceeds disclosed fee $5.43 by 5.5%,2026-03-24 16:14:12
VIO_985303ADA18D,TXN_587884AA3111,R1,high,7.46,7.86,0.4,5.3619,Charged fee $7.86 exceeds disclosed fee $7.46 by 5.4%,2026-03-24 16:14:12
VIO_3878B1CBA502,TXN_968F123DED7A,R1,medium,7.62,7.87,0.25,3.2808,Charged fee $7.87 exceeds disclosed fee $7.62 by 3.3%,2026-03-24 16:14:12
VIO_41585697CF1E,TXN_6BDFA6940DF2,R1,high,7.24,7.62,0.38,5.2486,Charged fee $7.62 exceeds disclosed fee $7.24 by 5.2%,2026-03-24 16:14:12
VIO_13259A5DA35A,TXN_4E82E1DFFE09,R1,high,5.68,6.01,0.33,5.8099,Charged fee $6.01 exceeds disclosed fee $5.68 by 5.8%,2026-03-24 16:14:12
VIO_801D95B4EB75,TXN_63BE2C57A677,R1,medium,4.21,4.35,0.14,3.3254,Charged fee $4.35 exceeds disclosed fee $4.21 by 3.3%,2026-03-24 16:14:12
VIO_8667D3147676,TXN_A1AEE5BEA673,R1,high,3.14,3.35,0.21,6.6879,Charged fee $3.35 exceeds disclosed fee $3.14 by 6.7%,2026-03-24 16:14:12
VIO_6C412F744B25,TXN_5C8D3D34FFBF,R1,medium,3.36,3.51,0.15,4.4643,Charged fee $3.51 exceeds disclosed fee $3.36 by 4.5%,2026-03-24 16:14:12
VIO_C8EB47BF0D69,TXN_9D6B86F2CB02,R1,medium,4.67,4.79,0.12,2.5696,Charged fee $4.79 exceeds disclosed fee $4.67 by 2.6%,2026-03-24 16:14:12
VIO_3AC228A46CCA,TXN_2EF1674E5734,R1,high,5.93,6.38,0.45,7.5885,Charged fee $6.38 exceeds disclosed fee $5.93 by 7.6%,2026-03-24 16:14:12
VIO_A8563B10BDDF,TXN_1B49265F1784,R1,high,7.47,7.89,0.42,5.6225,Charged fee $7.89 exceeds disclosed fee $7.47 by 5.6%,2026-03-24 16:14:12
VIO_54DF90303344,TXN_F10013A7335B,R1,medium,3.16,3.29,0.13,4.1139,Charged fee $3.29 exceeds disclosed fee $3.16 by 4.1%,2026-03-24 16:14:12
VIO_6DD4B56F49B6,TXN_8C303FF64F3D,R1,medium,7,7.16,0.16,2.2857,Charged fee $7.16 exceeds disclosed fee $7.00 by 2.3%,2026-03-24 16:14:12
VIO_FAEE0551015D,TXN_251DD5D4CCD9,R1,medium,5.72,5.85,0.13,2.2727,Charged fee $5.85 exceeds disclosed fee $5.72 by 2.3%,2026-03-24 16:14:12
VIO_9F662519F5F4,TXN_6EE546CB2926,R1,high,3.1,3.32,0.22,7.0968,Charged fee $3.32 exceeds disclosed fee $3.10 by 7.1%,2026-03-24 16:14:12
VIO_56EA729828F3,TXN_36519F8E1998,R1,high,7.61,8.13,0.52,6.8331,Charged fee $8.13 exceeds disclosed fee $7.61 by 6.8%,2026-03-24 16:14:12
